IsCanceled,LeadTime,MarketSegment,DistributionChannel,CustomerType,RequiredCarParkingSpaces
1,45,Online TA,TA/TO,Transient,0
1,45,Online TA,TA/TO,Transient,0
0,14,Online TA,TA/TO,Transient,1
1,53,Online TA,TA/TO,Transient,0
0,28,Offline TA/TO,TA/TO,Transient,0
0,55,Online TA,TA/TO,Transient-Party,0
0,55,Online TA,TA/TO,Transient-Party,0
0,25,Direct,Direct,Transient,0
1,43,Offline TA/TO,TA/TO,Transient,0
1,109,Online TA,TA/TO,Transient,0
1,62,Online TA,TA/TO,Transient,0
0,25,Direct,TA/TO,Transient,0
0,43,Online TA,TA/TO,Transient,0
0,35,Offline TA/TO,TA/TO,Transient,0
1,42,Offline TA/TO,TA/TO,Transient,0
1,312,Offline TA/TO,TA/TO,Contract,0
0,30,Online TA,TA/TO,Transient,0
0,47,Offline TA/TO,TA/TO,Transient,0
0,40,Offline TA/TO,TA/TO,Transient,0
0,11,Online TA,TA/TO,Transient,0
0,39,Offline TA/TO,TA/TO,Transient,0
1,39,Online TA,TA/TO,Transient,0
0,1,Direct,Direct,Transient,0
1,12,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
1,16,Direct,Direct,Transient,0
0,12,Online TA,TA/TO,Transient,0
0,51,Offline TA/TO,TA/TO,Transient,0
0,67,Online TA,TA/TO,Transient,0
0,52,Offline TA/TO,TA/TO,Transient,0
0,25,Online TA,TA/TO,Transient,0
0,94,Online TA,TA/TO,Transient,1
1,54,Online TA,TA/TO,Transient,0
0,33,Online TA,TA/TO,Transient,0
0,47,Direct,Direct,Transient,0
0,43,Direct,Direct,Transient,0
1,87,Online TA,TA/TO,Transient,0
0,54,Online TA,TA/TO,Transient,0
0,32,Online TA,TA/TO,Transient,1
1,29,Online TA,TA/TO,Transient,0
1,96,Online TA,TA/TO,Transient,0
1,100,Online TA,TA/TO,Transient,0
0,54,Online TA,TA/TO,Transient,0
0,75,Online TA,TA/TO,Transient,0
0,31,Offline TA/TO,TA/TO,Transient,1
1,25,Direct,Direct,Transient,0
0,61,Online TA,TA/TO,Transient,1
0,60,Online TA,TA/TO,Transient,0
1,31,Online TA,TA/TO,Transient,0
1,107,Online TA,TA/TO,Transient,0
1,31,Online TA,TA/TO,Transient,0
0,115,Online TA,TA/TO,Transient,0
0,59,Offline TA/TO,TA/TO,Contract,0
1,85,Offline TA/TO,TA/TO,Contract,0
0,0,Online TA,TA/TO,Transient,0
1,299,Online TA,TA/TO,Transient,0
0,50,Direct,Direct,Transient,1
1,50,Online TA,TA/TO,Transient,0
1,88,Online TA,TA/TO,Transient,0
1,116,Online TA,TA/TO,Transient,0
0,47,Online TA,TA/TO,Transient,0
0,48,Online TA,TA/TO,Transient-Party,0
1,54,Online TA,TA/TO,Transient,0
1,33,Offline TA/TO,TA/TO,Transient,0
0,73,Direct,Direct,Transient,0
1,54,Online TA,TA/TO,Transient,0
1,33,Offline TA/TO,TA/TO,Transient,0
0,38,Direct,Direct,Transient,0
0,34,Online TA,TA/TO,Transient,0
0,130,Direct,Direct,Transient,0
1,39,Offline TA/TO,TA/TO,Transient,0
1,39,Offline TA/TO,TA/TO,Transient,0
0,45,Offline TA/TO,TA/TO,Transient,0
0,31,Online TA,TA/TO,Transient,0
1,48,Online TA,TA/TO,Transient,0
0,59,Online TA,TA/TO,Transient,1
1,48,Online TA,TA/TO,Transient,0
1,48,Online TA,TA/TO,Transient,0
1,48,Online TA,TA/TO,Transient,0
0,48,Online TA,TA/TO,Transient,1
0,96,Online TA,TA/TO,Transient,0
0,51,Direct,Direct,Transient,0
0,96,Online TA,TA/TO,Transient,1
1,41,Online TA,TA/TO,Transient,0
0,6,Direct,Direct,Transient,0
0,27,Online TA,TA/TO,Transient,0
0,28,Offline TA/TO,TA/TO,Transient,0
0,30,Online TA,TA/TO,Transient,0
0,45,Offline TA/TO,TA/TO,Transient,1
0,52,Direct,Direct,Transient,0
0,31,Direct,Direct,Transient,0
1,74,Offline TA/TO,TA/TO,Transient,0
0,31,Offline TA/TO,TA/TO,Transient,0
1,87,Online TA,TA/TO,Transient,0
0,48,Online TA,TA/TO,Transient,0
1,41,Online TA,TA/TO,Transient,0
0,35,Offline TA/TO,TA/TO,Transient,0
0,28,Online TA,TA/TO,Transient,1
0,77,Online TA,TA/TO,Transient,0
1,33,Online TA,TA/TO,Transient,0
0,30,Offline TA/TO,TA/TO,Transient,0
1,34,Online TA,TA/TO,Transient,0
1,298,Offline TA/TO,TA/TO,Transient,0
0,35,Online TA,TA/TO,Transient,1
0,40,Online TA,TA/TO,Transient,0
1,101,Online TA,TA/TO,Transient,0
1,101,Online TA,TA/TO,Transient,0
1,101,Online TA,TA/TO,Transient,0
1,101,Online TA,TA/TO,Transient,0
0,38,Offline TA/TO,TA/TO,Transient,0
0,76,Online TA,TA/TO,Transient,0
0,70,Online TA,TA/TO,Transient,0
0,70,Online TA,TA/TO,Transient,0
0,68,Online TA,TA/TO,Transient,1
1,63,Online TA,TA/TO,Transient,0
1,11,Online TA,TA/TO,Transient,0
0,32,Offline TA/TO,TA/TO,Transient,0
0,29,Offline TA/TO,TA/TO,Transient,0
0,47,Direct,Direct,Transient,0
0,50,Online TA,TA/TO,Transient,0
1,29,Online TA,TA/TO,Transient,0
0,36,Direct,Direct,Transient,0
0,49,Online TA,TA/TO,Transient,0
1,70,Offline TA/TO,TA/TO,Contract,0
0,110,Offline TA/TO,TA/TO,Transient,0
0,8,Offline TA/TO,TA/TO,Contract,0
1,119,Online TA,TA/TO,Transient,0
0,30,Online TA,TA/TO,Transient,1
1,29,Online TA,TA/TO,Transient,0
0,71,Online TA,TA/TO,Transient,0
1,37,Offline TA/TO,TA/TO,Transient,0
1,40,Direct,Direct,Transient,0
0,37,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
1,37,Offline TA/TO,TA/TO,Transient,0
0,37,Direct,Direct,Transient,0
0,97,Online TA,TA/TO,Transient,0
1,71,Online TA,TA/TO,Transient,0
1,118,Online TA,TA/TO,Transient,0
0,102,Offline TA/TO,TA/TO,Transient,0
1,54,Online TA,TA/TO,Transient,0
1,58,Online TA,TA/TO,Transient,0
0,34,Online TA,TA/TO,Transient,0
1,105,Offline TA/TO,TA/TO,Transient,0
1,47,Online TA,TA/TO,Transient,0
1,15,Online TA,TA/TO,Transient,0
0,37,Offline TA/TO,TA/TO,Transient,0
1,0,Corporate,Corporate,Transient,0
1,8,Online TA,TA/TO,Transient,0
0,17,Online TA,TA/TO,Transient,0
0,3,Direct,Direct,Transient,0
1,30,Online TA,TA/TO,Transient,0
1,31,Online TA,TA/TO,Transient,0
1,66,Online TA,TA/TO,Transient,0
0,52,Offline TA/TO,TA/TO,Transient,1
0,20,Online TA,TA/TO,Transient,0
1,30,Online TA,TA/TO,Transient,0
1,31,Online TA,TA/TO,Transient,0
1,62,Online TA,TA/TO,Transient,0
1,65,Online TA,TA/TO,Transient,0
1,64,Online TA,TA/TO,Transient,0
0,77,Direct,Direct,Transient,1
0,75,Offline TA/TO,TA/TO,Transient-Party,0
0,75,Offline TA/TO,TA/TO,Transient-Party,0
1,62,Direct,Direct,Transient,0
0,42,Offline TA/TO,TA/TO,Contract,0
0,46,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
1,25,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
0,16,Direct,Direct,Transient-Party,0
1,4,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient-Party,0
1,25,Online TA,TA/TO,Transient,0
1,83,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient-Party,1
1,56,Online TA,TA/TO,Transient,0
1,32,Online TA,TA/TO,Transient,0
0,32,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
1,18,Online TA,TA/TO,Transient,0
1,23,Direct,Direct,Transient,0
1,39,Online TA,TA/TO,Transient,0
1,18,Online TA,TA/TO,Transient,0
1,18,Online TA,TA/TO,Transient,0
1,23,Online TA,TA/TO,Transient,0
0,286,Direct,Direct,Transient,0
0,72,Online TA,TA/TO,Transient,1
1,136,Online TA,TA/TO,Transient,0
0,58,Online TA,TA/TO,Transient,0
0,80,Online TA,TA/TO,Transient,1
0,113,Offline TA/TO,TA/TO,Contract,0
0,129,Offline TA/TO,TA/TO,Transient,0
1,84,Offline TA/TO,TA/TO,Transient-Party,0
1,84,Offline TA/TO,TA/TO,Transient-Party,0
1,89,Direct,Direct,Transient,0
1,10,Direct,Direct,Transient-Party,0
1,80,Online TA,TA/TO,Transient,0
1,10,Direct,Direct,Transient-Party,0
1,10,Direct,Direct,Transient-Party,0
1,24,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
1,9,Online TA,TA/TO,Transient,0
1,3,Direct,Direct,Transient,0
0,3,Online TA,TA/TO,Transient,0
1,124,Online TA,TA/TO,Transient,0
1,74,Direct,Direct,Transient,0
1,82,Online TA,TA/TO,Transient,0
1,91,Online TA,TA/TO,Transient,0
1,77,Online TA,TA/TO,Transient,0
1,130,Online TA,TA/TO,Transient,0
1,91,Online TA,TA/TO,Transient,0
0,79,Direct,Direct,Transient,1
1,130,Offline TA/TO,TA/TO,Transient,0
0,66,Online TA,TA/TO,Transient,0
1,53,Online TA,TA/TO,Transient,0
1,80,Online TA,TA/TO,Transient,0
1,77,Online TA,TA/TO,Transient,0
1,57,Online TA,TA/TO,Transient,0
0,11,Offline TA/TO,TA/TO,Transient,0
1,25,Online TA,TA/TO,Transient,0
1,2,Online TA,TA/TO,Transient,0
1,36,Online TA,TA/TO,Transient,0
1,36,Online TA,TA/TO,Transient,0
0,115,Offline TA/TO,TA/TO,Transient,1
0,95,Direct,Direct,Transient,1
0,67,Direct,Direct,Transient,0
0,60,Direct,Direct,Transient,0
0,34,Direct,Direct,Transient,1
0,78,Offline TA/TO,TA/TO,Transient,0
0,93,Offline TA/TO,TA/TO,Transient,0
1,327,Offline TA/TO,TA/TO,Contract,0
0,21,Direct,Direct,Transient,0
0,0,Online TA,TA/TO,Transient,0
1,47,Online TA,TA/TO,Transient,0
1,81,Offline TA/TO,TA/TO,Contract,0
1,52,Online TA,TA/TO,Transient,0
1,13,Offline TA/TO,TA/TO,Contract,0
0,83,Online TA,TA/TO,Transient,0
1,131,Offline TA/TO,TA/TO,Transient,0
0,460,Offline TA/TO,TA/TO,Contract,0
1,82,Online TA,TA/TO,Transient,0
1,61,Online TA,TA/TO,Transient,0
0,94,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
1,36,Direct,Direct,Transient,0
1,61,Online TA,TA/TO,Transient,0
0,13,Direct,Direct,Transient-Party,0
0,13,Direct,Direct,Transient-Party,1
1,15,Online TA,TA/TO,Transient,0
0,14,Online TA,TA/TO,Transient,0
1,13,Online TA,TA/TO,Transient,0
0,140,Offline TA/TO,TA/TO,Transient-Party,1
0,6,Online TA,TA/TO,Transient,0
0,140,Offline TA/TO,TA/TO,Transient-Party,0
0,81,Direct,Direct,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,65,Offline TA/TO,TA/TO,Transient,0
1,0,Direct,Direct,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
1,114,Online TA,TA/TO,Transient,0
1,111,Online TA,TA/TO,Transient,0
0,44,Online TA,TA/TO,Transient,1
0,139,Online TA,TA/TO,Transient,0
1,57,Online TA,TA/TO,Transient,0
1,16,Online TA,TA/TO,Transient,0
0,139,Online TA,TA/TO,Transient,0
0,84,Online TA,TA/TO,Transient,0
1,117,Online TA,TA/TO,Transient,0
1,69,Direct,Direct,Transient,0
0,2,Online TA,TA/TO,Transient,0
1,118,Online TA,TA/TO,Transient,0
0,129,Direct,Direct,Transient-Party,0
0,9,Online TA,TA/TO,Transient,1
0,52,Direct,Direct,Transient,0
0,65,Offline TA/TO,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,1
1,28,Online TA,TA/TO,Transient,0
0,3,Online TA,TA/TO,Transient,0
0,87,Online TA,TA/TO,Transient,0
0,51,Online TA,TA/TO,Transient,0
0,136,Direct,Direct,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,1,Corporate,Corporate,Transient,0
1,49,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,0
1,45,Online TA,TA/TO,Transient,0
0,6,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,0
1,53,Online TA,TA/TO,Transient,0
0,52,Direct,Direct,Transient,0
1,4,Online TA,TA/TO,Transient,0
0,98,Online TA,TA/TO,Transient,0
1,46,Online TA,TA/TO,Transient,0
1,122,Online TA,TA/TO,Transient,0
0,83,Offline TA/TO,TA/TO,Transient-Party,0
0,16,Online TA,TA/TO,Transient,0
1,43,Online TA,TA/TO,Transient,0
1,73,Online TA,TA/TO,Transient,0
0,116,Offline TA/TO,TA/TO,Transient,1
1,113,Offline TA/TO,TA/TO,Transient-Party,0
1,113,Offline TA/TO,TA/TO,Transient-Party,0
0,51,Online TA,TA/TO,Transient,0
0,65,Online TA,TA/TO,Transient,1
0,0,Online TA,TA/TO,Transient,1
1,87,Online TA,TA/TO,Transient,0
1,106,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,98,Online TA,TA/TO,Transient,1
1,78,Direct,Direct,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,3,Online TA,TA/TO,Transient,1
0,85,Online TA,TA/TO,Transient,0
1,137,Online TA,TA/TO,Transient,0
1,67,Online TA,TA/TO,Transient,0
1,54,Online TA,TA/TO,Transient,0
1,87,Online TA,TA/TO,Transient,0
1,54,Direct,Direct,Transient,0
0,12,Offline TA/TO,TA/TO,Transient,1
1,60,Offline TA/TO,TA/TO,Transient,0
0,75,Direct,Direct,Transient,1
1,54,Direct,Direct,Transient,0
0,126,Offline TA/TO,TA/TO,Transient,1
1,54,Online TA,TA/TO,Transient,0
1,84,Online TA,TA/TO,Transient,0
1,106,Offline TA/TO,TA/TO,Transient,0
0,136,Offline TA/TO,TA/TO,Contract,0
0,98,Offline TA/TO,TA/TO,Transient,0
1,91,Online TA,TA/TO,Transient,0
1,58,Direct,Direct,Transient,0
0,61,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
1,9,Direct,Direct,Transient,0
1,10,Online TA,TA/TO,Transient,0
0,62,Online TA,TA/TO,Transient,1
0,34,Online TA,TA/TO,Transient,0
0,82,Online TA,TA/TO,Transient,0
1,65,Online TA,TA/TO,Transient,0
1,129,Online TA,TA/TO,Transient,0
0,55,Online TA,TA/TO,Transient,0
1,122,Online TA,TA/TO,Transient,0
1,41,Online TA,TA/TO,Transient,0
1,41,Online TA,TA/TO,Transient,0
0,81,Direct,Direct,Transient,1
0,59,Offline TA/TO,TA/TO,Transient,0
0,72,Offline TA/TO,TA/TO,Transient,0
1,68,Online TA,TA/TO,Transient,0
0,81,Offline TA/TO,TA/TO,Transient,0
1,72,Online TA,TA/TO,Transient,0
0,68,Offline TA/TO,TA/TO,Transient,0
1,127,Offline TA/TO,TA/TO,Transient-Party,0
1,127,Offline TA/TO,TA/TO,Transient-Party,0
0,5,Online TA,TA/TO,Transient,0
0,68,Offline TA/TO,TA/TO,Transient,1
1,47,Online TA,TA/TO,Transient,0
0,19,Online TA,TA/TO,Transient,0
1,72,Online TA,TA/TO,Transient,0
0,30,Online TA,TA/TO,Transient,0
1,139,Online TA,TA/TO,Transient,0
0,112,Offline TA/TO,TA/TO,Transient,0
1,63,Online TA,TA/TO,Transient,0
0,35,Online TA,TA/TO,Transient,0
1,75,Offline TA/TO,TA/TO,Transient,0
0,136,Online TA,TA/TO,Transient,1
0,35,Online TA,TA/TO,Transient,0
1,63,Direct,Direct,Transient,0
1,77,Online TA,TA/TO,Transient,0
0,62,Online TA,TA/TO,Transient,0
1,95,Direct,Direct,Transient,0
1,101,Online TA,TA/TO,Transient,0
1,38,Online TA,TA/TO,Transient,0
1,60,Direct,Direct,Transient,0
1,60,Direct,Direct,Transient,0
0,76,Direct,Direct,Transient,0
0,90,Online TA,TA/TO,Transient,0
0,90,Online TA,TA/TO,Transient,0
1,87,Direct,Direct,Transient,0
1,31,Online TA,TA/TO,Transient,0
1,74,Direct,Direct,Transient,0
1,120,Online TA,TA/TO,Transient,0
1,120,Online TA,TA/TO,Transient,0
1,120,Online TA,TA/TO,Transient,0
1,116,Online TA,TA/TO,Transient,0
1,83,Online TA,TA/TO,Transient,0
0,80,Online TA,TA/TO,Transient,0
1,27,Direct,Direct,Transient,0
1,78,Online TA,TA/TO,Transient,0
1,117,Offline TA/TO,TA/TO,Transient-Party,0
0,70,Online TA,TA/TO,Transient,0
1,85,Online TA,TA/TO,Transient,0
1,117,Offline TA/TO,TA/TO,Transient-Party,0
1,22,Online TA,TA/TO,Transient,0
1,34,Online TA,TA/TO,Transient,0
0,68,Online TA,TA/TO,Transient,0
1,69,Online TA,TA/TO,Transient,0
1,85,Online TA,TA/TO,Transient,0
1,102,Online TA,TA/TO,Transient,0
0,31,Online TA,TA/TO,Transient,0
0,49,Offline TA/TO,TA/TO,Transient,1
0,84,Offline TA/TO,TA/TO,Transient,0
1,102,Online TA,TA/TO,Transient,0
0,66,Online TA,TA/TO,Transient,0
1,80,Online TA,TA/TO,Transient,0
1,85,Online TA,TA/TO,Transient,0
1,33,Groups,Corporate,Transient-Party,0
1,1,Direct,Direct,Transient,0
0,33,Groups,Corporate,Transient-Party,0
0,47,Online TA,TA/TO,Transient,0
1,2,Online TA,TA/TO,Transient,0
1,22,Online TA,TA/TO,Transient,0
1,22,Online TA,TA/TO,Transient,0
1,55,Online TA,TA/TO,Transient,0
1,68,Online TA,TA/TO,Transient,0
1,128,Offline TA/TO,TA/TO,Transient-Party,0
0,128,Offline TA/TO,TA/TO,Transient-Party,0
0,128,Offline TA/TO,TA/TO,Transient-Party,0
0,78,Online TA,TA/TO,Transient,0
1,85,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,9,Corporate,Corporate,Transient,1
0,1,Corporate,Corporate,Transient,1
1,9,Corporate,Corporate,Transient,0
1,120,Online TA,TA/TO,Transient,0
1,72,Online TA,TA/TO,Transient,0
0,23,Offline TA/TO,TA/TO,Contract,0
1,8,Direct,Direct,Transient,0
0,47,Online TA,TA/TO,Transient,0
1,8,Direct,Direct,Transient,0
0,135,Online TA,TA/TO,Transient,0
0,76,Online TA,TA/TO,Transient,0
1,15,Direct,Direct,Transient,0
1,23,Online TA,TA/TO,Transient,0
0,87,Online TA,TA/TO,Transient,0
0,19,Online TA,TA/TO,Transient,0
0,21,Direct,Direct,Transient-Party,0
0,19,Online TA,TA/TO,Transient,0
1,23,Online TA,TA/TO,Transient,0
1,89,Offline TA/TO,TA/TO,Contract,0
0,51,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Online TA,TA/TO,Transient-Party,0
0,0,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient-Party,0
0,38,Online TA,TA/TO,Transient,0
0,21,Online TA,TA/TO,Transient,0
1,34,Online TA,TA/TO,Transient,0
1,51,Online TA,TA/TO,Transient,0
0,38,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
1,84,Offline TA/TO,TA/TO,Transient,0
1,63,Online TA,TA/TO,Transient,0
0,7,Direct,Direct,Transient,0
1,91,Direct,Direct,Transient,0
0,81,Online TA,TA/TO,Transient,1
0,6,Online TA,TA/TO,Transient,1
1,64,Direct,Direct,Transient-Party,0
0,52,Direct,Direct,Transient,1
1,22,Online TA,TA/TO,Transient,0
0,150,Offline TA/TO,TA/TO,Transient,0
0,64,Offline TA/TO,TA/TO,Transient,0
1,22,Direct,Direct,Transient,0
0,3,Direct,Direct,Transient,0
0,68,Offline TA/TO,TA/TO,Transient,0
0,35,Direct,Direct,Transient,1
0,2,Online TA,TA/TO,Transient,0
0,68,Offline TA/TO,TA/TO,Transient,0
1,11,Online TA,TA/TO,Transient,0
1,80,Online TA,TA/TO,Transient,0
1,80,Offline TA/TO,TA/TO,Transient,0
0,72,Offline TA/TO,TA/TO,Transient,0
1,80,Offline TA/TO,TA/TO,Transient,0
0,77,Offline TA/TO,TA/TO,Transient-Party,0
1,80,Offline TA/TO,TA/TO,Transient,0
0,31,Direct,Direct,Transient-Party,0
1,77,Offline TA/TO,TA/TO,Transient,0
0,93,Offline TA/TO,TA/TO,Transient,0
0,31,Direct,Direct,Transient-Party,1
0,89,Offline TA/TO,TA/TO,Transient,0
1,68,Offline TA/TO,TA/TO,Transient,0
1,72,Offline TA/TO,TA/TO,Transient,0
0,65,Offline TA/TO,TA/TO,Transient,0
1,71,Offline TA/TO,TA/TO,Transient,0
1,65,Offline TA/TO,TA/TO,Transient,0
0,89,Offline TA/TO,TA/TO,Transient,1
1,98,Online TA,TA/TO,Transient,0
0,26,Direct,Direct,Transient,1
1,67,Online TA,TA/TO,Transient,0
1,54,Direct,Direct,Transient,0
0,75,Offline TA/TO,TA/TO,Transient,0
1,78,Online TA,TA/TO,Transient,0
1,53,Direct,Direct,Transient,0
1,65,Online TA,TA/TO,Transient,0
0,84,Offline TA/TO,TA/TO,Transient,0
1,47,Online TA,TA/TO,Transient,0
0,37,Groups,Corporate,Transient-Party,0
0,37,Groups,Corporate,Transient,0
1,4,Corporate,Corporate,Transient,0
0,37,Groups,Corporate,Transient-Party,0
0,37,Groups,Corporate,Transient-Party,0
1,12,Corporate,Corporate,Transient,0
0,0,Online TA,TA/TO,Group,0
0,37,Groups,Corporate,Transient-Party,0
0,37,Groups,Corporate,Transient-Party,0
0,2,Online TA,TA/TO,Transient,0
1,12,Corporate,Corporate,Transient,0
1,12,Corporate,Corporate,Transient,0
1,11,Corporate,Corporate,Transient,0
1,143,Online TA,TA/TO,Transient,0
1,99,Online TA,TA/TO,Transient,0
1,22,Online TA,TA/TO,Transient,0
1,15,Online TA,TA/TO,Transient,0
1,15,Online TA,TA/TO,Transient,0
1,66,Online TA,TA/TO,Transient,0
1,55,Online TA,TA/TO,Transient,0
1,66,Online TA,TA/TO,Transient,0
1,79,Online TA,TA/TO,Transient,0
1,66,Online TA,TA/TO,Transient,0
0,95,Online TA,TA/TO,Transient,0
1,151,Offline TA/TO,TA/TO,Transient,0
1,54,Direct,Direct,Transient,0
1,122,Online TA,TA/TO,Transient,0
1,132,Online TA,TA/TO,Transient,0
0,58,Online TA,TA/TO,Transient-Party,0
1,98,Online TA,TA/TO,Transient,0
1,126,Offline TA/TO,TA/TO,Transient,0
1,97,Online TA,TA/TO,Transient,0
0,96,Online TA,TA/TO,Transient-Party,0
0,125,Direct,Direct,Transient,0
0,80,Offline TA/TO,TA/TO,Transient,0
1,110,Online TA,TA/TO,Transient,0
1,157,Online TA,TA/TO,Transient,0
1,108,Offline TA/TO,TA/TO,Transient,0
0,74,Offline TA/TO,TA/TO,Transient,0
0,79,Offline TA/TO,TA/TO,Transient,0
1,79,Offline TA/TO,TA/TO,Transient,0
1,116,Offline TA/TO,TA/TO,Transient-Party,0
0,80,Offline TA/TO,TA/TO,Transient,0
1,116,Offline TA/TO,TA/TO,Transient-Party,0
1,93,Online TA,TA/TO,Transient,0
1,87,Online TA,TA/TO,Transient,0
1,13,Online TA,TA/TO,Transient,0
1,56,Online TA,TA/TO,Transient,0
1,1,Corporate,Corporate,Transient,0
0,13,Direct,Direct,Transient,0
0,13,Online TA,TA/TO,Transient,0
1,56,Online TA,TA/TO,Transient,0
1,81,Direct,Direct,Transient,0
1,24,Online TA,TA/TO,Transient,0
0,57,Online TA,TA/TO,Transient,0
0,74,Offline TA/TO,TA/TO,Transient,0
0,126,Offline TA/TO,TA/TO,Transient,0
0,126,Offline TA/TO,TA/TO,Transient-Party,0
0,126,Offline TA/TO,TA/TO,Transient-Party,0
1,147,Online TA,TA/TO,Transient,0
0,68,Online TA,TA/TO,Transient,0
0,57,Online TA,TA/TO,Transient,0
0,10,Direct,Direct,Transient,0
0,92,Online TA,TA/TO,Transient,0
0,92,Online TA,TA/TO,Transient,0
0,33,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,91,Online TA,TA/TO,Transient,0
1,33,Offline TA/TO,TA/TO,Transient,0
0,16,Direct,Direct,Transient,0
0,128,Online TA,TA/TO,Transient,1
0,61,Direct,Direct,Transient,0
1,23,Direct,Direct,Transient,0
1,23,Online TA,TA/TO,Transient,0
1,29,Online TA,TA/TO,Transient,0
1,98,Online TA,TA/TO,Transient,0
1,23,Online TA,TA/TO,Transient,0
0,98,Online TA,TA/TO,Transient,0
0,138,Online TA,TA/TO,Transient,0
1,82,Online TA,TA/TO,Transient,0
0,10,Online TA,TA/TO,Transient,0
1,100,Offline TA/TO,TA/TO,Transient,0
0,10,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,65,Offline TA/TO,TA/TO,Transient,0
0,64,Offline TA/TO,TA/TO,Transient,0
1,56,Online TA,TA/TO,Transient,0
1,94,Online TA,TA/TO,Transient,0
1,58,Offline TA/TO,TA/TO,Transient,0
0,80,Online TA,TA/TO,Transient,0
0,40,Direct,Direct,Transient,1
0,102,Online TA,TA/TO,Transient,0
0,16,Online TA,TA/TO,Transient,0
0,24,Online TA,TA/TO,Transient,0
0,24,Online TA,TA/TO,Transient,0
1,18,Online TA,TA/TO,Transient,0
1,95,Online TA,TA/TO,Transient,0
1,36,Online TA,TA/TO,Transient,0
0,16,Online TA,TA/TO,Transient,0
0,50,Offline TA/TO,TA/TO,Transient,0
0,76,Online TA,TA/TO,Transient,0
0,112,Online TA,TA/TO,Transient,1
0,16,Direct,Direct,Transient,0
0,51,Online TA,TA/TO,Transient,0
0,13,Direct,Direct,Transient,0
1,22,Online TA,TA/TO,Transient,0
0,32,Online TA,TA/TO,Transient,0
0,51,Direct,Direct,Transient,0
0,65,Online TA,TA/TO,Transient,0
1,63,Online TA,TA/TO,Transient,0
0,35,Online TA,TA/TO,Transient,1
0,37,Online TA,TA/TO,Transient,0
0,35,Online TA,TA/TO,Transient,0
1,71,Online TA,TA/TO,Transient,0
0,71,Offline TA/TO,TA/TO,Transient,0
0,77,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
1,21,Direct,Direct,Transient,0
1,87,Online TA,TA/TO,Transient,0
0,54,Direct,Direct,Transient,0
1,156,Online TA,TA/TO,Transient,0
0,46,Offline TA/TO,TA/TO,Transient,1
0,46,Offline TA/TO,TA/TO,Transient,0
1,72,Online TA,TA/TO,Transient,0
0,85,Direct,Direct,Transient,0
0,36,Offline TA/TO,TA/TO,Contract,0
0,65,Offline TA/TO,TA/TO,Transient,1
1,68,Offline TA/TO,TA/TO,Transient,0
0,46,Offline TA/TO,TA/TO,Transient,0
0,22,Offline TA/TO,TA/TO,Transient,0
0,12,Direct,Direct,Transient-Party,1
1,42,Direct,Direct,Transient,0
0,72,Offline TA/TO,TA/TO,Transient,0
1,112,Online TA,TA/TO,Transient,0
0,85,Direct,Direct,Transient,0
0,102,Direct,Direct,Transient,1
1,80,Online TA,TA/TO,Transient,0
1,72,Online TA,TA/TO,Transient,0
0,151,Offline TA/TO,TA/TO,Transient-Party,0
1,99,Online TA,TA/TO,Transient,0
0,151,Offline TA/TO,TA/TO,Transient-Party,1
0,66,Direct,Direct,Transient,0
1,44,Online TA,TA/TO,Transient,0
0,46,Offline TA/TO,TA/TO,Transient,1
0,70,Direct,Direct,Transient,1
0,92,Online TA,TA/TO,Transient,0
